doc_id,username,acteur_type,orientation_politique,orientation_politique_macro,create_time,topic_rerun,topic_june,statut,famille,cadrage,cadrage_id
633,ledauphinelibere,media,Media-Régional,Media-Régional,1773412096,24,23.0,garder,Cadre interprétatif,Révélations Mediapart sur le passé néonazi de Quentin Deranque et déconstruction de la figure du martyr,7
634,ledauphinelibere,media,Media-Régional,Media-Régional,1773310541,18,19.0,exclu,,,
635,ledauphinelibere,media,Media-Régional,Media-Régional,1776834911,21,22.0,exclu,,,
636,ledauphinelibere,media,Media-Régional,Media-Régional,1776430322,21,22.0,exclu,,,
637,ledauphinelibere,media,Media-Régional,Media-Régional,1776274688,-1,-1.0,outlier,,,
638,journalsudouest,media,Media-Régional,Media-Régional,1773163225,1,1.0,exclu,,,
639,journalsudouest,media,Media-Régional,Media-Régional,1771961202,5,6.0,exclu,,,
640,journalsudouest,media,Media-Régional,Media-Régional,1771426794,-1,-1.0,outlier,,,
641,journalsudouest,media,Media-Régional,Media-Régional,1775040374,5,6.0,exclu,,,
642,journalsudouest,media,Media-Régional,Media-Régional,1773684201,1,1.0,exclu,,,
643,journalsudouest,media,Media-Régional,Media-Régional,1773678241,5,6.0,exclu,,,
644,ladepechedumidi,media,Media-Régional,Media-Régional,1772038200,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
645,ladepechedumidi,media,Media-Régional,Media-Régional,1771608600,1,1.0,exclu,,,
646,ladepechedumidi,media,Media-Régional,Media-Régional,1771430499,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
647,ladepechedumidi,media,Media-Régional,Media-Régional,1770724890,5,6.0,exclu,,,
648,slatefr,media,Media-Droite,Media-Droite,1776956400,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
649,franceculture,media,Media-Centre,Media-Centre,1771653600,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
650,franceculture,media,Media-Centre,Media-Centre,1771394400,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
651,franceculture,media,Media-Centre,Media-Centre,1773295200,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
652,franceculture,media,Media-Centre,Media-Centre,1776325108,-1,-1.0,outlier,,,
653,parismatch,media,Media-Droite,Media-Droite,1771689113,5,6.0,exclu,,,
654,parismatch,media,Media-Droite,Media-Droite,1771688531,5,6.0,exclu,,,
655,parismatch,media,Media-Droite,Media-Droite,1771686291,5,6.0,exclu,,,
656,parismatch,media,Media-Droite,Media-Droite,1771685902,5,6.0,exclu,,,
657,parismatch,media,Media-Droite,Media-Droite,1771257967,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
658,i24news_fr,media,Media-Droite,Media-Droite,1771503061,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
659,i24news_fr,media,Media-Droite,Media-Droite,1774810800,5,6.0,exclu,,,
660,hugodecrypte,media,Media-Centre,Media-Centre,1772201916,-1,-1.0,outlier,,,
661,hugodecrypte,media,Media-Centre,Media-Centre,1771607380,5,6.0,exclu,,,
662,hugodecrypte,media,Media-Centre,Media-Centre,1771441975,5,6.0,exclu,,,
663,hugodecrypte,media,Media-Centre,Media-Centre,1771340978,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
664,hugodecrypte,media,Media-Centre,Media-Centre,1771325873,5,6.0,exclu,,,
665,hugodecrypte,media,Media-Centre,Media-Centre,1771270854,5,6.0,exclu,,,
666,hugodecrypte,media,Media-Centre,Media-Centre,1771101692,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
667,hugodecrypte,media,Media-Centre,Media-Centre,1774721763,5,6.0,exclu,,,
668,hugodecrypte,media,Media-Centre,Media-Centre,1773749100,16,17.0,exclu,,,
669,konbini,media,Media-Centre,Media-Centre,1771351704,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
670,konbini,media,Media-Centre,Media-Centre,1774391684,3,,exclu,,,
671,konbini,media,Media-Centre,Media-Centre,1773295307,3,,exclu,,,
672,konbini,media,Media-Centre,Media-Centre,1776934431,3,,exclu,,,
673,streetpress_,media,Media-Gauche,Media-Gauche,1772113084,-1,-1.0,outlier,,,
674,streetpress_,media,Media-Gauche,Media-Gauche,1772121600,-1,-1.0,outlier,,,
675,streetpress_,media,Media-Gauche,Media-Gauche,1775040232,-1,-1.0,outlier,,,
676,streetpress_,media,Media-Gauche,Media-Gauche,1774630951,-1,-1.0,outlier,,,
677,streetpress_,media,Media-Gauche,Media-Gauche,1774377095,24,23.0,garder,Cadre interprétatif,Révélations Mediapart sur le passé néonazi de Quentin Deranque et déconstruction de la figure du martyr,7
678,streetpress_,media,Media-Gauche,Media-Gauche,1773244800,18,19.0,exclu,,,
679,streetpress_,media,Media-Gauche,Media-Gauche,1776333600,-1,-1.0,outlier,,,
680,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1772024689,-1,-1.0,outlier,,,
681,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771851875,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
682,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771707792,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
683,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771579026,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
684,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771532699,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
685,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771506271,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
686,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771419832,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
687,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771365600,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
688,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771358115,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
689,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771326228,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
690,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771272278,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
691,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771239719,-1,-1.0,outlier,,,
692,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771186589,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
693,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1771185735,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
694,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1774305000,1,1.0,exclu,,,
695,le20hfrancetelevisions,media,Media-Centre,Media-Centre,1774219755,1,1.0,exclu,,,
696,tbt9_w9,media,Media-Extreme-Droite,Media-Extreme-Droite,1772056800,-1,-1.0,outlier,,,
